ID,X_original,Y_original,Elevation,Z_not_corrected_elevation,Z,azimuth,dip,polarity,formation,series,id,Dataset,X,Y
2TO0001RS,617295.0,6755223.0,29.0,-974.0,-945.0,0,0,1,parana_basin,Parana_Province,7,BDEP,-2295421.336532004,6383191.347950305
GT-007-RS,600170.0,6719650.0,18.12,-1084.3,-1066.18,0,0,1,parana_basin,Parana_Province,7,CEP,-2295908.0579601047,6343713.923309741
TG-021-RS,583550.66884502,6700170.97699406,9.18,-864.3,-855.12,0,0,1,parana_basin,Parana_Province,7,CEP,-2302738.0963580264,6319036.30023158
TG-025-RS,584319.57967287,6687159.99703028,1.12,-473.7,-472.58,0,0,1,parana_basin,Parana_Province,7,CEP,-2296542.5487513733,6307569.303530928
TG-040-RS,578765.53239933,6681526.05212783,3.97,-448.22,-444.25,0,0,1,parana_basin,Parana_Province,7,CEP,-2299195.2170435362,6300115.973589733
TG-042-RS,581065.71269236,6706220.98910354,5.34,-862.95,-857.61,0,0,1,parana_basin,Parana_Province,7,CEP,-2307547.0770708453,6323469.285468329
TG-047-RS,572820.51165212,6669621.15681383,5.38,-491.7,-486.32,0,1,1,parana_basin,Parana_Province,7,CEP,-2299552.0094770193,6286813.9999286
TG-054-RS,579101.59737547,6690627.03007774,3.88,-719.0,-715.12,0,0,1,parana_basin,Parana_Province,7,CEP,-2302736.8782200413,6308506.287971433
TG-059-RS,574969.64563517,6696802.06156735,11.45,-899.64,-888.19,0,0,1,parana_basin,Parana_Province,7,CEP,-2309091.379332268,6312356.528833582
TG-065-RS,574040.56506349,6685021.09697919,9.15,-595.45,-586.3,0,0,1,parana_basin,Parana_Province,7,CEP,-2304954.5615132893,6301286.702472309
TG-069-RS,565010.56618812,6682936.20130444,8.84,-571.78,-562.94,0,0,1,parana_basin,Parana_Province,7,CEP,-2312257.404824996,6295580.902858894
TG-071-RS,568870.53723265,6676416.17999193,14.0,-585.1,-571.1,0,1,1,parana_basin,Parana_Province,7,CEP,-2306003.602935997,6291303.051024931
TG-094-RS,573130.60220223,6690236.09537604,4.83,-663.15,-658.32,0,0,1,parana_basin,Parana_Province,7,CEP,-2307983.2214978207,6305628.529206083
TG-095-RS,578939.68016333,6701941.01242673,1.65,-940.68,-939.03,0,0,1,parana_basin,Parana_Province,7,CEP,-2307665.1206039544,6318691.809105978
TG-097-RS,584010.64611119,6696910.97905721,4.58,-762.8,-758.22,0,0,1,parana_basin,Parana_Province,7,CEP,-2300943.480718487,6316276.133508358
TG-098-RS,581021.60547002,6691805.0095918,4.98,-703.4,-698.42,0,0,1,parana_basin,Parana_Province,7,CEP,-2301494.595587376,6310385.3304614425
TG-099-RS,579877.57337128,6687457.02792702,4.86,-652.0,-647.14,0,0,1,parana_basin,Parana_Province,7,CEP,-2300693.9043338336,6305961.231963814
TG-120-RS,574883.38150593,6675710.98274209,1.84,-445.75,-443.91,0,1,1,parana_basin,Parana_Province,7,CEP,-2300256.086112973,6293205.063060895
TG-126-RS,570623.60647383,6690398.12203897,13.93,-688.36,-674.43,0,0,1,parana_basin,Parana_Province,7,CEP,-2310323.8066751803,6304715.873055476
TG-177-RS,570810.54467159,6681202.14135964,16.6,-674.0,-657.4,0,1,1,parana_basin,Parana_Province,7,CEP,-2306267.9937611567,6296460.487652551
TG-179-RS,573130.67715171,6701075.07393239,12.18,-903.71,-891.53,0,0,1,parana_basin,Parana_Province,7,CEP,-2312563.9038470527,6315452.011550245
TG-221-RS,559857.26316242,6681037.22797137,17.07,-334.2,-317.13,0,1,1,parana_basin,Parana_Province,7,CEP,-2316125.3426770335,6291681.968572814
TG-223-RS,564372.22056686,6678278.34429027,19.72,-387.7,-367.98,0,0,1,parana_basin,Parana_Province,7,CEP,-2310867.446997599,6291089.674259202
TG-225-RS,572397.82287039,6677991.48405136,16.0,-486.5,-470.5,0,1,1,parana_basin,Parana_Province,7,CEP,-2303472.54875872,6294221.456685827
TG-226-RS,567986.53444905,6673963.19933743,15.48,-499.5,-484.02,0,1,1,parana_basin,Parana_Province,7,CEP,-2305768.1071222476,6288706.2998365285
TG-228-RS,587490.63088119,6698510.27173842,0.31,-873.8,-873.49,0,0,1,parana_basin,Parana_Province,7,CEP,-2298465.433715615,6319196.290033472
TG-229-RS,574915.54705102,6682628.09257497,11.57,-519.06,-507.49,0,0,1,parana_basin,Parana_Province,7,CEP,-2303150.2311628247,6299487.6873129755
4300008746,593033.0,6708223.0,5.0,-35.0,-30.0,0,0,1,unit1,Unit1,1,SIAGAS,-2297547.1177592743,6330341.317693229
4300008746,593033.0,6708223.0,5.0,-51.0,-46.0,0,0,1,unit2,Unit2,2,SIAGAS,-2297547.1177592743,6330341.317693229
